0.578125 NA
0.5790625 NA
0.584296875 NA
0.6242242907801419 0.6096398305084746
0.6523771367521367 0.6681547619047619
0.7050461065573771 0.712109375
0.7573924731182796 0.7201967592592593
0.7620065789473685 0.738060141509434
0.7608333333333334 0.7638221153846154
0.7120535714285714 0.7647900763358778
0.7386188271604939 0.7528044871794872
0.7649915540540541 0.7376968503937008
0.7399945175438597 0.7370689655172413
0.731892523364486 0.7282247340425532
0.7530339805825242 0.7622767857142857
0.754222972972973 0.7446180555555556
